Week_Start,Category,Units_Sold,Unit_Price_EUR,Revenue_EUR,Stock_Start,Stock_End,Supplier_Delay_Days,Demand_Spike,Out_of_Stock,Notes
2021-01-18,Hand Gloves,17,5.53,94.01,24,10,5.0,Yes,No,
2021-01-18,COVID Self Tests,2,4.77,9.54,3,1,1.8,Yes,No,COVID-related demand spike
2021-01-18,Pharmacy COVID Test Service,0,15.18,0.0,3,3,3.1,Yes,No,
2021-01-25,Adult Productive Cough Syrup,17,7.13,121.21,21,4,1.1,No,No,
2021-01-25,Adult Dry Cough Syrup,18,7.38,132.84,29,13,0.9,No,No,
2021-01-25,Children's Productive Cough Syrup,13,6.12,79.56,14,2,2.5,No,No,
2021-01-25,Children's Dry Cough Syrup,13,6.28,81.64,16,5,3.9,No,No,
2021-01-25,Cough Lozenges,31,3.24,100.44,38,14,0.8,No,No,
2021-01-25,Antibiotic Prescriptions,25,8.25,206.25,39,16,1.4,Yes,No,
2021-01-25,Vitamins & Supplements,28,11.96,334.88,38,16,2.5,Yes,No,Higher immunity-support demand
2021-01-25,Simple Masks,33,0.65,21.45,54,28,4.4,Yes,No,COVID-related demand spike
2021-01-25,KN95/FFP2 Masks,33,1.3,42.9,42,14,4.7,Yes,No,COVID-related demand spike
2021-01-25,Antiseptic / Alcohol,37,4.16,153.92,53,20,4.1,Yes,No,COVID-related demand spike
2021-01-25,Hand Gloves,20,5.39,107.8,30,15,2.2,Yes,No,
2021-01-25,COVID Self Tests,2,4.96,9.92,3,1,1.7,Yes,Yes,COVID-related demand spike
2021-01-25,Pharmacy COVID Test Service,0,15.02,0.0,3,3,3.0,Yes,No,
2021-02-01,Adult Productive Cough Syrup,25,6.66,166.5,28,8,2.3,No,No,
2021-02-01,Adult Dry Cough Syrup,23,6.94,159.62,30,12,2.3,No,No,
2021-02-01,Children's Productive Cough Syrup,15,5.92,88.8,16,2,1.5,No,No,
2021-02-01,Children's Dry Cough Syrup,13,6.12,79.56,20,9,3.7,No,No,
2021-02-01,Cough Lozenges,30,3.27,98.1,43,19,2.4,No,No,
2021-02-01,Antibiotic Prescriptions,17,8.57,145.69,26,11,1.8,No,No,
2021-02-01,Vitamins & Supplements,39,11.93,465.27,57,28,2.2,Yes,No,Higher immunity-support demand
2021-02-01,Simple Masks,47,0.63,29.61,61,23,3.2,Yes,No,COVID-related demand spike
2021-02-01,KN95/FFP2 Masks,35,1.32,46.2,36,1,3.8,Yes,Yes,COVID-related demand spike
2021-02-01,Antiseptic / Alcohol,36,4.18,150.48,50,15,0.8,Yes,No,COVID-related demand spike
2021-02-01,Hand Gloves,20,5.67,113.4,27,11,3.0,Yes,No,
2021-02-01,COVID Self Tests,0,4.88,0.0,3,3,2.1,Yes,No,COVID-related demand spike
2021-02-01,Pharmacy COVID Test Service,1,15.19,15.19,3,2,3.6,Yes,No,
2021-02-08,Adult Productive Cough Syrup,30,6.54,196.2,49,25,3.1,No,No,
2021-02-08,Adult Dry Cough Syrup,23,6.93,159.39,29,7,1.4,No,No,
2021-02-08,Children's Productive Cough Syrup,15,5.97,89.55,24,11,0.7,No,No,
2021-02-08,Children's Dry Cough Syrup,8,6.45,51.6,8,0,1.4,No,No,
2021-02-08,Cough Lozenges,29,3.09,89.61,45,19,1.2,No,No,
2021-02-08,Antibiotic Prescriptions,23,8.32,191.36,33,12,1.1,No,No,
2021-02-08,Vitamins & Supplements,34,11.59,394.06,49,22,0,Yes,No,Higher immunity-support demand
2021-02-08,Simple Masks,38,0.67,25.46,58,22,4.5,Yes,No,COVID-related demand spike
2021-02-08,KN95/FFP2 Masks,19,1.3,24.7,20,3,4.6,Yes,No,COVID-related demand spike
2021-02-08,Antiseptic / Alcohol,31,4.13,128.03,49,20,3.3,Yes,No,COVID-related demand spike
2021-02-08,Hand Gloves,21,5.34,112.14,32,13,3.6,Yes,No,
2021-02-08,COVID Self Tests,0,5.04,0.0,3,3,4.3,Yes,No,COVID-related demand spike
2021-02-08,Pharmacy COVID Test Service,1,15.25,15.25,3,2,3.6,Yes,No,
2021-02-15,Adult Productive Cough Syrup,27,6.71,181.17,43,20,0.4,No,No,
2021-02-15,Adult Dry Cough Syrup,26,7.21,187.46,33,9,1.1,No,No,
2021-02-15,Children's Productive Cough Syrup,18,5.81,104.58,23,7,1.8,No,No,
2021-02-15,Children's Dry Cough Syrup,19,6.34,120.46,29,12,1.3,No,No,
2021-02-15,Cough Lozenges,44,3.2,140.8,68,36,1.6,No,No,
2021-02-15,Antibiotic Prescriptions,19,8.62,163.78,22,6,1.9,No,No,
2021-02-15,Vitamins & Supplements,42,11.64,488.88,47,8,2.0,Yes,No,Higher immunity-support demand
2021-02-15,Simple Masks,34,0.67,22.78,35,5,4.3,Yes,No,COVID-related demand spike
2021-02-15,KN95/FFP2 Masks,19,1.42,26.98,23,4,4.9,Yes,No,COVID-related demand spike
2021-02-15,Antiseptic / Alcohol,45,4.35,195.75,53,15,2.9,Yes,No,COVID-related demand spike
2021-02-15,Hand Gloves,18,5.33,95.94,22,5,6.2,Yes,No,
2021-02-15,COVID Self Tests,0,4.8,0.0,3,3,2.1,Yes,No,COVID-related demand spike
2021-02-15,Pharmacy COVID Test Service,0,15.6,0.0,3,3,3.2,Yes,No,
2021-02-22,Adult Productive Cough Syrup,27,7.07,190.89,33,9,2.6,No,No,
2021-02-22,Adult Dry Cough Syrup,21,7.04,147.84,23,3,0.8,No,No,
2021-02-22,Children's Productive Cough Syrup,12,5.69,68.28,15,4,2.0,No,No,
2021-02-22,Children's Dry Cough Syrup,17,6.41,108.97,22,6,3.0,No,No,
2021-02-22,Cough Lozenges,32,3.13,100.16,39,10,0,No,No,
2021-02-22,Antibiotic Prescriptions,24,8.53,204.72,27,6,1.5,No,No,
2021-02-22,Vitamins & Supplements,42,11.22,471.24,69,34,0.8,Yes,No,Higher immunity-support demand
2021-02-22,Simple Masks,33,0.63,20.79,40,10,3.4,Yes,No,COVID-related demand spike
2021-02-22,KN95/FFP2 Masks,32,1.36,43.52,50,26,4.6,Yes,No,COVID-related demand spike
2021-02-22,Antiseptic / Alcohol,45,4.19,188.55,58,18,4.4,Yes,No,COVID-related demand spike
2021-02-22,Hand Gloves,18,5.29,95.22,23,8,4.6,Yes,No,
2021-02-22,COVID Self Tests,1,4.76,4.76,3,2,3.5,Yes,Yes,COVID-related demand spike
2021-02-22,Pharmacy COVID Test Service,1,15.66,15.66,3,2,2.2,Yes,No,
2021-03-01,Adult Productive Cough Syrup,36,6.98,251.28,56,26,1.3,Yes,No,
2021-03-01,Adult Dry Cough Syrup,17,7.07,120.19,18,2,3.1,No,Yes,
2021-03-01,Children's Productive Cough Syrup,13,5.73,74.49,17,5,1.4,No,No,
2021-03-01,Children's Dry Cough Syrup,16,6.46,103.36,18,4,0.1,No,No,
2021-03-01,Cough Lozenges,38,3.16,120.08,43,10,2.4,No,No,
2021-03-01,Antibiotic Prescriptions,18,8.22,147.96,25,8,1.2,No,No,
2021-03-01,Vitamins & Supplements,35,11.44,400.4,55,24,2.6,Yes,No,Higher immunity-support demand
2021-03-01,Simple Masks,42,0.63,26.46,57,22,4.4,Yes,No,COVID-related demand spike
2021-03-01,KN95/FFP2 Masks,22,1.41,31.02,28,8,3.5,Yes,No,COVID-related demand spike
2021-03-01,Antiseptic / Alcohol,40,4.23,169.2,56,24,4.6,Yes,No,COVID-related demand spike
2021-03-01,Hand Gloves,21,5.58,117.18,27,9,6.0,Yes,No,
2021-03-01,COVID Self Tests,0,4.92,0.0,3,4,2.9,Yes,No,COVID-related demand spike
2021-03-01,Pharmacy COVID Test Service,0,15.7,0.0,3,3,1.0,Yes,No,
2021-03-08,Adult Productive Cough Syrup,21,6.57,137.97,26,6,0.3,No,No,
2021-03-08,Adult Dry Cough Syrup,19,7.23,137.37,27,9,1.9,No,No,
2021-03-08,Children's Productive Cough Syrup,16,5.77,92.32,18,4,0.7,No,No,
2021-03-08,Children's Dry Cough Syrup,14,5.97,83.58,19,8,1.2,No,No,
2021-03-08,Cough Lozenges,31,3.2,99.2,33,5,1.5,No,No,
2021-03-08,Antibiotic Prescriptions,11,8.74,96.14,14,5,1.2,No,No,
2021-03-08,Vitamins & Supplements,28,11.23,314.44,40,16,2.6,Yes,No,Higher immunity-support demand
2021-03-08,Simple Masks,36,0.67,24.12,49,18,6.5,Yes,No,COVID-related demand spike
2021-03-08,KN95/FFP2 Masks,25,1.4,35.0,28,4,2.7,Yes,No,COVID-related demand spike
2021-03-08,Antiseptic / Alcohol,39,4.18,163.02,63,29,2.7,Yes,No,COVID-related demand spike
2021-03-08,Hand Gloves,19,5.45,103.55,23,7,2.7,Yes,No,
2021-03-08,COVID Self Tests,0,4.64,0.0,3,3,2.9,Yes,No,COVID-related demand spike
2021-03-08,Pharmacy COVID Test Service,0,14.72,0.0,3,3,3.2,Yes,No,
2021-03-15,Adult Productive Cough Syrup,19,6.57,124.83,30,13,1.3,No,No,
2021-03-15,Adult Dry Cough Syrup,18,7.38,132.84,21,4,2.1,No,No,
2021-03-15,Children's Productive Cough Syrup,16,6.19,99.04,24,10,1.7,No,No,
2021-03-15,Children's Dry Cough Syrup,14,6.34,88.76,14,1,1.0,No,No,
2021-03-15,Cough Lozenges,41,3.23,132.43,63,27,2.2,No,No,
2021-03-15,Antibiotic Prescriptions,20,8.54,170.8,27,12,1.2,No,No,
2021-03-15,Vitamins & Supplements,36,11.25,405.0,43,11,0,Yes,No,Higher immunity-support demand
2021-03-15,Simple Masks,40,0.63,25.2,63,28,5.6,Yes,No,COVID-related demand spike
2021-03-15,KN95/FFP2 Masks,25,1.38,34.5,27,6,4.2,Yes,No,COVID-related demand spike
2021-03-15,Antiseptic / Alcohol,46,4.07,187.22,50,12,5.3,Yes,No,COVID-related demand spike
2021-03-15,Hand Gloves,24,5.32,127.68,34,13,3.0,Yes,No,
2021-03-15,COVID Self Tests,0,4.71,0.0,3,3,3.3,Yes,No,COVID-related demand spike
2021-03-15,Pharmacy COVID Test Service,1,14.78,14.78,3,2,3.3,Yes,No,
2021-03-22,Adult Productive Cough Syrup,32,7.08,226.56,41,15,1.9,No,No,
2021-03-22,Adult Dry Cough Syrup,20,7.32,146.4,25,6,0.9,No,No,
2021-03-22,Children's Productive Cough Syrup,14,5.9,82.6,15,3,1.5,No,No,
2021-03-22,Children's Dry Cough Syrup,13,6.18,80.34,18,7,1.0,No,No,
2021-03-22,Cough Lozenges,26,3.1,80.6,28,7,2.3,No,No,
2021-03-22,Antibiotic Prescriptions,16,8.3,132.8,17,4,1.3,No,No,
2021-03-22,Vitamins & Supplements,31,11.16,345.96,40,15,1.5,Yes,No,Higher immunity-support demand
2021-03-22,Simple Masks,30,0.67,20.1,31,6,4.0,Yes,No,COVID-related demand spike
2021-03-22,KN95/FFP2 Masks,28,1.31,36.68,30,7,4.3,Yes,No,COVID-related demand spike
2021-03-22,Antiseptic / Alcohol,30,4.23,126.9,44,15,4.5,Yes,No,COVID-related demand spike
2021-03-22,Hand Gloves,25,5.49,137.25,33,10,3.7,Yes,No,
2021-03-22,COVID Self Tests,0,4.95,0.0,3,3,3.5,Yes,No,COVID-related demand spike
2021-03-22,Pharmacy COVID Test Service,0,15.68,0.0,3,3,2.8,Yes,No,
2021-03-29,Adult Productive Cough Syrup,25,6.96,174.0,41,17,2.4,No,No,
2021-03-29,Adult Dry Cough Syrup,13,7.13,92.69,15,3,2.7,No,No,
2021-03-29,Children's Productive Cough Syrup,17,5.89,100.13,18,3,1.3,No,No,
2021-03-29,Children's Dry Cough Syrup,13,6.19,80.47,15,3,1.0,No,No,
2021-03-29,Cough Lozenges,28,3.24,90.72,39,13,1.8,No,No,
2021-03-29,Antibiotic Prescriptions,18,8.69,156.42,24,10,1.2,No,No,
2021-03-29,Vitamins & Supplements,33,11.34,374.22,41,15,1.5,Yes,No,Higher immunity-support demand
2021-03-29,Simple Masks,36,0.66,23.76,41,11,3.2,Yes,No,COVID-related demand spike
2021-03-29,KN95/FFP2 Masks,29,1.36,39.44,44,16,3.6,Yes,No,COVID-related demand spike
2021-03-29,Antiseptic / Alcohol,38,4.12,156.56,46,15,3.8,Yes,No,COVID-related demand spike
2021-03-29,Hand Gloves,17,5.53,94.01,28,15,4.1,Yes,No,
2021-03-29,COVID Self Tests,1,4.62,4.62,3,2,3.4,Yes,No,COVID-related demand spike
2021-03-29,Pharmacy COVID Test Service,0,14.83,0.0,3,3,2.3,Yes,No,
2021-04-05,Adult Productive Cough Syrup,15,7.06,105.9,20,8,1.2,No,No,
2021-04-05,Adult Dry Cough Syrup,15,7.33,109.95,20,5,0.8,No,No,
2021-04-05,Children's Productive Cough Syrup,12,5.71,68.52,18,7,1.5,No,No,
2021-04-05,Children's Dry Cough Syrup,13,6.32,82.16,15,4,0.7,No,No,
2021-04-05,Cough Lozenges,26,3.28,85.28,32,9,2.7,No,No,
2021-04-05,Antibiotic Prescriptions,14,8.63,120.82,22,9,3.1,No,No,
2021-04-05,Vitamins & Supplements,18,11.25,202.5,23,7,0.9,No,No,
2021-04-05,Simple Masks,22,0.63,13.86,35,14,3.3,Yes,No,COVID-related demand spike
2021-04-05,KN95/FFP2 Masks,32,1.41,45.12,37,11,2.5,Yes,No,COVID-related demand spike
2021-04-05,Antiseptic / Alcohol,34,4.05,137.7,42,14,4.2,Yes,No,COVID-related demand spike
2021-04-05,Hand Gloves,13,5.65,73.45,18,7,5.7,Yes,No,
2021-04-05,COVID Self Tests,1,4.66,4.66,3,2,3.5,Yes,Yes,COVID-related demand spike
2021-04-05,Pharmacy COVID Test Service,0,15.19,0.0,3,3,3.0,Yes,No,
2021-04-12,Adult Productive Cough Syrup,18,6.67,120.06,21,6,2.7,No,No,
2021-04-12,Adult Dry Cough Syrup,18,7.01,126.18,19,1,1.7,No,No,
2021-04-12,Children's Productive Cough Syrup,11,5.97,65.67,17,8,2.7,No,No,
2021-04-12,Children's Dry Cough Syrup,12,6.41,76.92,14,2,2.2,No,No,
2021-04-12,Cough Lozenges,31,3.18,98.58,37,6,2.2,No,No,
2021-04-12,Antibiotic Prescriptions,12,8.69,104.28,16,5,3.2,No,No,
2021-04-12,Vitamins & Supplements,21,11.17,234.57,28,9,1.9,No,No,
2021-04-12,Simple Masks,42,0.66,27.72,59,21,3.9,Yes,No,COVID-related demand spike
2021-04-12,KN95/FFP2 Masks,29,1.4,40.6,36,13,2.7,Yes,No,COVID-related demand spike
2021-04-12,Antiseptic / Alcohol,33,4.26,140.58,40,12,0.4,Yes,No,COVID-related demand spike
2021-04-12,Hand Gloves,11,5.61,61.71,18,8,3.7,Yes,No,
2021-04-12,COVID Self Tests,0,4.94,0.0,3,3,1.2,Yes,No,COVID-related demand spike
2021-04-12,Pharmacy COVID Test Service,0,14.85,0.0,3,3,2.0,Yes,No,
2021-04-19,Adult Productive Cough Syrup,12,6.61,79.32,13,3,1.9,No,No,
2021-04-19,Adult Dry Cough Syrup,19,7.19,136.61,23,5,0.7,No,No,
2021-04-19,Children's Productive Cough Syrup,13,5.94,77.22,15,4,2.1,No,No,
2021-04-19,Children's Dry Cough Syrup,15,6.19,92.85,19,5,2.9,No,No,
2021-04-19,Cough Lozenges,20,3.29,65.8,22,3,0.8,No,No,
2021-04-19,Antibiotic Prescriptions,14,8.17,114.38,15,3,2.7,No,No,
2021-04-19,Vitamins & Supplements,32,11.23,359.36,49,23,1.2,No,No,
2021-04-19,Simple Masks,59,0.63,37.17,83,32,4.7,Yes,No,COVID-related demand spike
2021-04-19,KN95/FFP2 Masks,25,1.38,34.5,34,9,4.0,Yes,No,COVID-related demand spike
2021-04-19,Antiseptic / Alcohol,27,4.33,116.91,40,13,3.9,Yes,No,COVID-related demand spike
2021-04-19,Hand Gloves,18,5.47,98.46,20,4,2.6,Yes,No,
2021-04-19,COVID Self Tests,0,4.89,0.0,3,3,2.7,Yes,No,COVID-related demand spike
2021-04-19,Pharmacy COVID Test Service,0,15.51,0.0,3,3,2.4,Yes,No,
2021-04-26,Adult Productive Cough Syrup,17,6.76,114.92,20,4,1.3,No,No,
2021-04-26,Adult Dry Cough Syrup,13,7.18,93.34,13,0,2.0,No,No,
2021-04-26,Children's Productive Cough Syrup,12,5.84,70.08,13,1,2.0,No,No,
2021-04-26,Children's Dry Cough Syrup,12,6.04,72.48,13,1,0.3,No,No,
2021-04-26,Cough Lozenges,32,3.3,105.6,50,21,3.6,No,No,
2021-04-26,Antibiotic Prescriptions,16,8.34,133.44,23,8,0.3,No,No,
2021-04-26,Vitamins & Supplements,31,11.26,349.06,34,5,1.1,No,No,
2021-04-26,Simple Masks,42,0.66,27.72,57,16,4.8,Yes,No,COVID-related demand spike
2021-04-26,KN95/FFP2 Masks,19,1.32,25.08,22,7,6.7,Yes,No,COVID-related demand spike
2021-04-26,Antiseptic / Alcohol,31,4.41,136.71,46,19,4.9,Yes,No,COVID-related demand spike
2021-04-26,Hand Gloves,23,5.58,128.34,37,20,4.7,Yes,No,
2021-04-26,COVID Self Tests,0,4.64,0.0,3,3,2.7,Yes,No,COVID-related demand spike
2021-04-26,Pharmacy COVID Test Service,0,14.68,0.0,3,3,3.5,Yes,No,
2021-05-03,Adult Productive Cough Syrup,17,7.14,121.38,27,14,0.1,No,No,
2021-05-03,Adult Dry Cough Syrup,17,7.07,120.19,24,8,1.8,No,No,
2021-05-03,Children's Productive Cough Syrup,12,5.89,70.68,16,7,0.2,No,No,
2021-05-03,Children's Dry Cough Syrup,12,6.22,74.64,13,3,0.9,No,No,
2021-05-03,Cough Lozenges,26,3.31,86.06,29,7,2.2,No,No,
2021-05-03,Antibiotic Prescriptions,13,8.47,110.11,17,4,1.2,No,No,
2021-05-03,Vitamins & Supplements,19,11.29,214.51,20,4,1.5,No,No,
2021-05-03,Simple Masks,52,0.66,34.32,77,25,2.1,Yes,No,COVID-related demand spike
2021-05-03,KN95/FFP2 Masks,34,1.39,47.26,55,29,4.1,Yes,No,COVID-related demand spike
2021-05-03,Antiseptic / Alcohol,40,4.16,166.4,64,30,4.4,Yes,No,COVID-related demand spike
2021-05-03,Hand Gloves,20,5.55,111.0,23,6,1.5,Yes,No,
2021-05-03,COVID Self Tests,0,4.68,0.0,3,3,3.5,Yes,No,COVID-related demand spike
2021-05-03,Pharmacy COVID Test Service,1,14.74,14.74,3,3,3.6,Yes,No,
2021-05-10,Adult Productive Cough Syrup,13,7.1,92.3,14,2,1.5,No,No,
2021-05-10,Adult Dry Cough Syrup,20,6.97,139.4,27,9,2.5,No,No,
2021-05-10,Children's Productive Cough Syrup,13,6.13,79.69,19,9,0.9,No,No,
2021-05-10,Children's Dry Cough Syrup,10,6.47,64.7,12,3,0.8,No,No,
2021-05-10,Cough Lozenges,32,3.26,104.32,51,26,1.3,No,No,
2021-05-10,Antibiotic Prescriptions,15,8.65,129.75,22,8,1.4,No,No,
2021-05-10,Vitamins & Supplements,25,11.94,298.5,27,5,0.3,No,No,
2021-05-10,Simple Masks,49,0.67,32.83,68,21,2.8,Yes,No,COVID-related demand spike
2021-05-10,KN95/FFP2 Masks,16,1.41,22.56,17,4,3.4,Yes,No,COVID-related demand spike
2021-05-10,Antiseptic / Alcohol,28,4.35,121.8,29,3,3.2,Yes,No,COVID-related demand spike
2021-05-10,Hand Gloves,21,5.59,117.39,31,15,3.5,Yes,No,
2021-05-10,COVID Self Tests,1,4.82,4.82,3,2,1.3,Yes,Yes,COVID-related demand spike
2021-05-10,Pharmacy COVID Test Service,0,15.45,0.0,3,3,2.4,Yes,No,
2021-05-17,Adult Productive Cough Syrup,19,6.97,132.43,30,12,1.7,No,No,
2021-05-17,Adult Dry Cough Syrup,13,7.32,95.16,15,5,1.7,No,No,
2021-05-17,Children's Productive Cough Syrup,14,5.9,82.6,15,2,0.7,No,No,
2021-05-17,Children's Dry Cough Syrup,16,6.45,103.2,26,14,2.1,No,No,
2021-05-17,Cough Lozenges,31,3.28,101.68,43,15,1.6,No,No,
2021-05-17,Antibiotic Prescriptions,14,8.44,118.16,21,8,0.4,No,No,
2021-05-17,Vitamins & Supplements,34,11.23,381.82,46,20,2.3,No,No,
2021-05-17,Simple Masks,36,0.66,23.76,51,22,7.0,Yes,No,COVID-related demand spike
2021-05-17,KN95/FFP2 Masks,23,1.41,32.43,25,6,3.8,Yes,No,COVID-related demand spike
2021-05-17,Antiseptic / Alcohol,35,4.33,151.55,38,10,3.8,Yes,No,COVID-related demand spike
2021-05-17,Hand Gloves,22,5.49,120.78,32,11,5.8,Yes,No,
2021-05-17,COVID Self Tests,0,4.68,0.0,3,3,2.7,Yes,No,COVID-related demand spike
2021-05-17,Pharmacy COVID Test Service,1,15.51,15.51,3,3,3.7,Yes,No,
2021-05-24,Adult Productive Cough Syrup,16,6.93,110.88,21,5,0.4,No,No,
2021-05-24,Adult Dry Cough Syrup,17,7.34,124.78,27,11,2.1,No,No,
2021-05-24,Children's Productive Cough Syrup,11,6.17,67.87,18,9,1.6,No,No,
2021-05-24,Children's Dry Cough Syrup,9,6.34,57.06,14,7,2.4,No,No,
2021-05-24,Cough Lozenges,33,3.12,102.96,47,19,2.0,No,No,
2021-05-24,Antibiotic Prescriptions,16,8.37,133.92,24,10,1.5,No,No,
2021-05-24,Vitamins & Supplements,33,12.07,398.31,53,21,1.2,No,No,
2021-05-24,Simple Masks,48,0.63,30.24,78,44,4.6,Yes,No,COVID-related demand spike
2021-05-24,KN95/FFP2 Masks,28,1.32,36.96,40,18,4.2,Yes,No,COVID-related demand spike
2021-05-24,Antiseptic / Alcohol,34,4.06,138.04,47,20,3.8,Yes,No,COVID-related demand spike
2021-05-24,Hand Gloves,20,5.56,111.2,29,11,3.8,Yes,No,
2021-05-24,COVID Self Tests,1,4.97,4.97,3,2,2.0,Yes,Yes,COVID-related demand spike
2021-05-24,Pharmacy COVID Test Service,0,15.09,0.0,3,3,3.2,Yes,No,
2021-05-31,Adult Productive Cough Syrup,17,6.6,112.2,26,9,0.4,No,No,
2021-05-31,Adult Dry Cough Syrup,23,7.41,170.43,36,15,0.6,No,No,
2021-05-31,Children's Productive Cough Syrup,13,6.11,79.43,14,2,2.9,No,No,
2021-05-31,Children's Dry Cough Syrup,13,5.98,77.74,21,10,1.4,No,No,
2021-05-31,Cough Lozenges,40,3.11,124.4,50,16,1.0,No,No,
2021-05-31,Antibiotic Prescriptions,15,8.54,128.1,18,4,3.0,No,No,
2021-05-31,Vitamins & Supplements,26,11.96,310.96,43,18,1.8,No,No,
2021-05-31,Simple Masks,30,0.66,19.8,49,23,2.0,Yes,No,COVID-related demand spike
2021-05-31,KN95/FFP2 Masks,25,1.4,35.0,40,21,4.9,Yes,No,COVID-related demand spike
2021-05-31,Antiseptic / Alcohol,39,4.3,167.7,58,21,6.3,Yes,No,COVID-related demand spike
2021-05-31,Hand Gloves,14,5.35,74.9,15,3,3.9,Yes,No,
2021-05-31,COVID Self Tests,1,4.65,4.65,3,2,2.1,Yes,No,COVID-related demand spike
2021-05-31,Pharmacy COVID Test Service,1,14.89,14.89,3,2,2.5,Yes,No,
2021-06-07,Adult Productive Cough Syrup,14,6.86,96.04,18,5,2.5,No,No,
2021-06-07,Adult Dry Cough Syrup,17,7.28,123.76,20,3,1.4,No,No,
2021-06-07,Children's Productive Cough Syrup,13,5.72,74.36,17,5,1.5,No,No,
2021-06-07,Children's Dry Cough Syrup,11,6.27,68.97,12,3,1.3,No,No,
2021-06-07,Cough Lozenges,30,3.13,93.9,49,22,0.8,No,No,
2021-06-07,Antibiotic Prescriptions,8,8.43,67.44,9,2,0.4,No,No,
2021-06-07,Vitamins & Supplements,24,11.21,269.04,34,12,2.9,No,No,
2021-06-07,Simple Masks,43,0.62,26.66,54,20,3.9,Yes,No,COVID-related demand spike
2021-06-07,KN95/FFP2 Masks,27,1.38,37.26,38,17,3.0,Yes,No,COVID-related demand spike
2021-06-07,Antiseptic / Alcohol,27,4.12,111.24,43,18,3.4,Yes,No,COVID-related demand spike
2021-06-07,Hand Gloves,22,5.44,119.68,31,14,3.5,Yes,No,
2021-06-07,COVID Self Tests,0,5.02,0.0,3,3,3.2,Yes,No,COVID-related demand spike
2021-06-07,Pharmacy COVID Test Service,1,14.63,14.63,3,2,3.1,Yes,No,
2021-06-14,Adult Productive Cough Syrup,25,7.11,177.75,37,18,1.7,No,No,
2021-06-14,Adult Dry Cough Syrup,11,7.29,80.19,18,9,2.4,No,No,
2021-06-14,Children's Productive Cough Syrup,9,6.12,55.08,14,6,2.3,No,No,
2021-06-14,Children's Dry Cough Syrup,10,6.13,61.3,15,6,0.9,No,No,
2021-06-14,Cough Lozenges,28,3.34,93.52,36,10,2.9,No,No,
2021-06-14,Antibiotic Prescriptions,15,8.79,131.85,22,9,1.4,No,No,
2021-06-14,Vitamins & Supplements,20,11.57,231.4,24,5,1.7,No,No,
2021-06-14,Simple Masks,46,0.66,30.36,75,33,1.4,Yes,No,COVID-related demand spike
2021-06-14,KN95/FFP2 Masks,32,1.36,43.52,50,27,7.1,Yes,No,COVID-related demand spike
2021-06-14,Antiseptic / Alcohol,30,4.38,131.4,49,23,5.3,Yes,No,COVID-related demand spike
2021-06-14,Hand Gloves,28,5.77,161.56,46,19,4.0,Yes,No,
2021-06-14,COVID Self Tests,1,4.97,4.97,3,2,2.8,Yes,Yes,COVID-related demand spike
2021-06-14,Pharmacy COVID Test Service,0,14.4,0.0,3,3,3.1,Yes,No,
2021-06-21,Adult Productive Cough Syrup,20,6.64,132.8,31,15,1.7,No,No,
2021-06-21,Adult Dry Cough Syrup,19,6.86,130.34,29,11,2.1,No,No,
2021-06-21,Children's Productive Cough Syrup,11,5.96,65.56,16,5,1.6,No,No,
2021-06-21,Children's Dry Cough Syrup,12,5.95,71.4,13,1,0,No,No,
2021-06-21,Cough Lozenges,20,3.23,64.6,33,16,1.8,No,No,
2021-06-21,Antibiotic Prescriptions,10,8.2,82.0,11,2,1.1,No,No,
2021-06-21,Vitamins & Supplements,17,11.29,191.93,22,6,1.9,No,No,
2021-06-21,Simple Masks,31,0.66,20.46,35,8,3.8,Yes,No,COVID-related demand spike
2021-06-21,KN95/FFP2 Masks,27,1.4,37.8,29,6,1.1,Yes,No,COVID-related demand spike
2021-06-21,Antiseptic / Alcohol,35,4.25,148.75,47,19,6.0,Yes,No,COVID-related demand spike
2021-06-21,Hand Gloves,13,5.3,68.9,14,1,3.8,Yes,No,
2021-06-21,COVID Self Tests,1,4.94,4.94,3,2,4.1,Yes,No,COVID-related demand spike
2021-06-21,Pharmacy COVID Test Service,0,15.65,0.0,3,3,2.1,Yes,No,
2021-06-28,Adult Productive Cough Syrup,11,6.95,76.45,15,5,2.3,No,No,
2021-06-28,Adult Dry Cough Syrup,15,7.44,111.6,17,3,1.4,No,No,
2021-06-28,Children's Productive Cough Syrup,11,5.71,62.81,12,3,1.6,No,No,
2021-06-28,Children's Dry Cough Syrup,9,6.41,57.69,14,6,1.2,No,No,
2021-06-28,Cough Lozenges,30,3.29,98.7,36,7,2.2,No,No,
2021-06-28,Antibiotic Prescriptions,13,8.44,109.72,18,7,1.8,No,No,
2021-06-28,Vitamins & Supplements,21,11.8,247.8,33,12,2.9,No,No,
2021-06-28,Simple Masks,49,0.67,32.83,56,16,4.4,Yes,No,COVID-related demand spike
2021-06-28,KN95/FFP2 Masks,20,1.32,26.4,28,11,5.1,Yes,No,COVID-related demand spike
2021-06-28,Antiseptic / Alcohol,29,4.07,118.03,44,18,3.2,Yes,No,COVID-related demand spike
2021-06-28,Hand Gloves,22,5.56,122.32,31,10,3.6,Yes,No,
2021-06-28,COVID Self Tests,0,4.89,0.0,3,3,2.4,Yes,No,COVID-related demand spike
2021-06-28,Pharmacy COVID Test Service,1,14.43,14.43,3,2,2.6,Yes,No,
2021-07-05,Adult Productive Cough Syrup,20,6.75,135.0,22,6,0.8,No,No,
